0,1,1,0,0,1.000,0.000,penis enlargment
1,6,6,3,3,0.667,0.333,ContentType
2,7,7,4,4,0.636,0.364,textplain
3,4,4,0,0,1.000,0.000,charsetISO88591
4,1,1,0,0,1.000,0.000,formatflowed
5,7,7,4,4,0.636,0.364,ContentTransferEncoding
6,1,1,0,0,1.000,0.000,8bit
7,1,1,0,0,1.000,0.000,Authentic
8,1,1,0,0,1.000,0.000,replica
9,4,2,0,0,1.000,0.000,Rolex
10,76,12,64,15,0.444,0.556,and
11,2,2,3,3,0.400,0.600,other
12,1,1,0,0,1.000,0.000,watches
13,23,10,33,15,0.400,0.600,for
14,1,1,0,0,1.000,0.000,gentlemen
15,2,2,0,0,1.000,0.000,ladies
16,9,6,17,7,0.462,0.538,from
17,2,2,4,4,0.333,0.667,just
18,1,1,0,0,1.000,0.000,245
19,1,1,6,4,0.200,0.800,Use
20,9,4,20,8,0.333,0.667,this
21,1,1,0,0,1.000,0.000,promotional
22,1,1,0,0,1.000,0.000,link
23,56,16,78,18,0.471,0.529,to
24,9,6,12,4,0.600,0.400,get
25,3,2,1,1,0.667,0.333,best
26,1,1,0,0,1.000,0.000,ever
27,2,2,0,0,1.000,0.000,prices
28,1,1,0,0,1.000,0.000,http051piercingdotscom
29,1,1,0,0,1.000,0.000,saturate
30,35,11,37,12,0.478,0.522,you
31,1,1,0,0,1.000,0.000,audition
32,8,2,14,3,0.400,0.600,me
33,1,1,0,0,1.000,0.000,careworn
34,1,1,0,0,1.000,0.000,arboreal
35,1,1,0,0,1.000,0.000,bryant
36,1,1,1,1,0.500,0.500,feedback
37,1,1,0,0,1.000,0.000,okinawa
38,1,1,0,0,1.000,0.000,nun
39,1,1,0,0,1.000,0.000,einsteinian
40,1,1,0,0,1.000,0.000,scamp
41,1,1,0,0,1.000,0.000,auction
42,1,1,0,0,1.000,0.000,convolution
43,1,1,2,1,0.500,0.500,lot
44,1,1,0,0,1.000,0.000,gaston
45,1,1,0,0,1.000,0.000,arsine
46,1,1,0,0,1.000,0.000,disciplinary
47,1,1,0,0,1.000,0.000,bruise
48,1,1,0,0,1.000,0.000,woe
49,1,1,0,0,1.000,0.000,ameslan
50,1,1,0,0,1.000,0.000,rhodes
51,1,1,0,0,1.000,0.000,tunis
52,1,1,0,0,1.000,0.000,crimp
53,1,1,0,0,1.000,0.000,climatic
54,1,1,0,0,1.000,0.000,doggone
55,1,1,0,0,1.000,0.000,echoes
56,1,1,0,0,1.000,0.000,neuron
57,1,1,0,0,1.000,0.000,lebesgue
58,1,1,0,0,1.000,0.000,portray
59,1,1,0,0,1.000,0.000,httpwwwpiercingdotscomrm
60,8,7,17,7,0.500,0.500,At
61,0,0,1,1,0.000,1.000,1219
62,0,0,4,4,0.000,1.000,PM
63,0,0,1,1,0.000,1.000,92399
64,0,0,1,1,0.000,1.000,0700
65,0,0,4,4,0.000,1.000,wrote
66,1,1,13,11,0.083,0.917,What
67,0,0,1,1,0.000,1.000,Clay
68,0,0,2,2,0.000,1.000,needs
69,22,8,65,15,0.348,0.652,is
70,101,12,62,15,0.444,0.556,a
71,0,0,1,1,0.000,1.000,mip
72,0,0,1,1,0.000,1.000,27
73,0,0,2,1,0.000,1.000,bit
74,0,0,2,2,0.000,1.000,4
75,0,0,1,1,0.000,1.000,10000
76,5,3,14,9,0.250,0.750,not
77,0,0,1,1,0.000,1.000,1000
78,10,6,25,13,0.316,0.684,That
79,5,5,18,11,0.312,0.688,or
80,98,12,164,19,0.387,0.613,the
81,0,0,1,1,0.000,1.000,VoiceKey
82,0,0,1,1,0.000,1.000,keyword
83,0,0,1,1,0.000,1.000,specifically
84,0,0,1,1,0.000,1.000,enable
85,0,0,1,1,0.000,1.000,VOX
86,0,0,5,5,0.000,1.000,jonathan
87,0,0,5,5,0.000,1.000,jcf
88,3,1,5,5,0.167,0.833,X
89,0,0,5,5,0.000,1.000,ASCII
90,0,0,5,5,0.000,1.000,RIBBON
91,1,1,5,5,0.167,0.833,CAMPAIGN
92,0,0,5,5,0.000,1.000,AGAINST
93,5,5,6,6,0.455,0.545,HTML
94,1,1,7,6,0.143,0.857,MAIL
95,0,0,2,2,0.000,1.000,He
96,0,0,1,1,0.000,1.000,who
97,8,5,11,9,0.357,0.643,has
98,1,1,1,1,0.500,0.500,why
99,0,0,2,2,0.000,1.000,live
100,16,9,12,10,0.474,0.526,can
101,1,1,1,1,0.500,0.500,bear
102,29,10,27,13,0.435,0.565,with
103,0,0,2,2,0.000,1.000,almost
104,8,3,10,9,0.250,0.750,any
105,1,1,6,4,0.200,0.800,how
106,0,0,1,1,0.000,1.000,Nietzsche
107,3,2,1,1,0.667,0.333,beyond
108,1,1,0,0,1.000,0.000,magazine
109,2,1,0,0,1.000,0.000,cargo
110,1,1,0,0,1.000,0.000,canyon
111,2,2,0,0,1.000,0.000,bestows
112,6,3,0,0,1.000,0.000,td
113,28,3,0,0,1.000,0.000,tr
114,1,1,0,0,1.000,0.000,tdbartender
115,1,1,0,0,1.000,0.000,wheelbarrow
116,2,1,0,0,1.000,0.000,chess
117,2,1,0,0,1.000,0.000,fundraiser
118,1,1,0,0,1.000,0.000,scooby
119,7,3,18,13,0.188,0.812,but
120,4,2,0,0,1.000,0.000,cheese
121,3,2,0,0,1.000,0.000,behind
122,1,1,0,0,1.000,0.000,engine
123,1,1,0,0,1.000,0.000,mulch
124,1,1,0,0,1.000,0.000,hides
125,2,1,0,0,1.000,0.000,grizzly
126,2,1,0,0,1.000,0.000,dancer
127,5,2,2,2,0.500,0.500,another
128,10,3,4,4,0.429,0.571,When
129,2,1,0,0,1.000,0.000,bearing
130,9,2,13,6,0.250,0.750,Some
131,3,2,0,0,1.000,0.000,seeks
132,1,1,0,0,1.000,0.000,hesitates
133,2,1,0,0,1.000,0.000,cold
134,2,1,0,0,1.000,0.000,secretly
135,1,1,0,0,1.000,0.000,hypnotic
136,2,1,0,0,1.000,0.000,saw
137,3,2,0,0,1.000,0.000,polar
138,2,2,8,6,0.250,0.750,board
139,1,1,0,0,1.000,0.000,pilot
140,36,10,49,17,0.370,0.630,of
141,4,2,0,0,1.000,0.000,diskette
142,2,2,0,0,1.000,0.000,finds
143,1,1,0,0,1.000,0.000,daydreams
144,1,1,0,0,1.000,0.000,makes
145,1,1,1,1,0.500,0.500,Sometimes
146,4,2,2,2,0.500,0.500,familiar
147,1,1,0,0,1.000,0.000,shower
148,1,1,0,0,1.000,0.000,prime
149,2,1,0,0,1.000,0.000,stovepipe
150,2,2,0,0,1.000,0.000,avocado
151,1,1,0,0,1.000,0.000,industrial
152,2,2,0,0,1.000,0.000,goes
153,1,1,0,0,1.000,0.000,recognizes
154,1,1,0,0,1.000,0.000,withtd
155,1,1,0,0,1.000,0.000,tdmulch
156,3,2,0,0,1.000,0.000,lover
157,1,1,0,0,1.000,0.000,nation
158,3,2,0,0,1.000,0.000,player
159,3,1,12,6,0.143,0.857,If
160,1,1,0,0,1.000,0.000,organizes
161,21,7,4,3,0.700,0.300,an
162,2,2,0,0,1.000,0.000,action
163,1,1,0,0,1.000,0.000,slow
164,4,2,0,0,1.000,0.000,grain
165,1,1,0,0,1.000,0.000,mysterious
166,2,1,0,0,1.000,0.000,abstraction
167,1,1,0,0,1.000,0.000,Eurasian
168,12,9,10,7,0.562,0.438,by
169,1,1,0,0,1.000,0.000,revered
170,3,2,0,0,1.000,0.000,eagerly
171,1,1,0,0,1.000,0.000,sleep
172,2,1,0,0,1.000,0.000,coaster
173,2,2,0,0,1.000,0.000,wakes
174,1,1,0,0,1.000,0.000,complex
175,3,3,3,2,0.600,0.400,then
176,2,2,1,1,0.667,0.333,nearest
177,4,2,0,0,1.000,0.000,chop
178,1,1,0,0,1.000,0.000,piano
179,2,1,0,0,1.000,0.000,umbrella
180,2,1,0,0,1.000,0.000,befriends
181,1,1,0,0,1.000,0.000,cards
182,1,1,0,0,1.000,0.000,pours
183,2,2,2,2,0.500,0.500,because
184,1,1,0,0,1.000,0.000,grand
185,2,1,0,0,1.000,0.000,photon
186,1,1,0,0,1.000,0.000,cyprus
187,1,1,0,0,1.000,0.000,snooty
188,1,1,0,0,1.000,0.000,figures
189,1,1,1,1,0.500,0.500,line
190,1,1,0,0,1.000,0.000,ceases
191,2,2,0,0,1.000,0.000,bunny
192,1,1,0,0,1.000,0.000,grits
193,1,1,0,0,1.000,0.000,nonchalantly
194,1,1,0,0,1.000,0.000,exist
195,2,2,0,0,1.000,0.000,hole
196,3,2,0,0,1.000,0.000,squid
197,1,1,0,0,1.000,0.000,perverse
198,2,2,0,0,1.000,0.000,cook
199,1,1,0,0,1.000,0.000,ritual
200,3,2,0,0,1.000,0.000,toward
201,1,1,0,0,1.000,0.000,hydrogen
202,5,2,0,0,1.000,0.000,sandwich
203,3,1,0,0,1.000,0.000,cough
204,1,1,0,0,1.000,0.000,glory
205,1,1,0,0,1.000,0.000,defined
206,1,1,0,0,1.000,0.000,theater
207,2,2,0,0,1.000,0.000,drill
208,4,4,0,0,1.000,0.000,short
209,2,1,0,0,1.000,0.000,atd
210,3,2,0,0,1.000,0.000,tda
211,1,1,0,0,1.000,0.000,satellite
212,1,1,0,0,1.000,0.000,reminiscing
213,3,2,0,0,1.000,0.000,scout
214,3,2,0,0,1.000,0.000,fairy
215,1,1,1,1,0.500,0.500,train
216,1,1,0,0,1.000,0.000,football
217,1,1,1,1,0.500,0.500,near
218,1,1,0,0,1.000,0.000,submarine
219,1,1,0,0,1.000,0.000,truck
220,2,2,0,0,1.000,0.000,order
221,1,1,0,0,1.000,0.000,precise
222,1,1,0,0,1.000,0.000,foreign
223,1,1,0,0,1.000,0.000,soggy
224,1,1,0,0,1.000,0.000,movie
225,1,1,0,0,1.000,0.000,cow
226,3,3,0,0,1.000,0.000,South
227,2,2,0,0,1.000,0.000,kind
228,11,8,27,8,0.500,0.500,it
229,2,2,5,3,0.400,0.600,find
230,3,2,0,0,1.000,0.000,insurance
231,1,1,0,0,1.000,0.000,smelly
232,1,1,0,0,1.000,0.000,drunk
233,1,1,0,0,1.000,0.000,cashier
234,1,1,0,0,1.000,0.000,bottle
235,1,1,0,0,1.000,0.000,viper
236,2,2,0,0,1.000,0.000,tape
237,1,1,0,0,1.000,0.000,food
238,1,1,0,0,1.000,0.000,blithe
239,1,1,0,0,1.000,0.000,freezing
240,2,1,0,0,1.000,0.000,syrup
241,3,2,0,0,1.000,0.000,financial
242,1,1,0,0,1.000,0.000,derives
243,1,1,0,0,1.000,0.000,throw
244,2,2,1,1,0.667,0.333,over
245,2,2,0,0,1.000,0.000,frustrating
246,3,2,1,1,0.667,0.333,however
247,3,2,0,0,1.000,0.000,hockey
248,1,1,0,0,1.000,0.000,polygon
249,1,1,0,0,1.000,0.000,water
250,5,3,2,2,0.600,0.400,great
251,2,2,0,0,1.000,0.000,cab
252,1,1,0,0,1.000,0.000,stinking
253,2,2,0,0,1.000,0.000,selfactualized
254,1,1,0,0,1.000,0.000,bowling
255,1,1,7,4,0.200,0.800,case
256,1,1,0,0,1.000,0.000,tdcheese
257,2,1,0,0,1.000,0.000,tries
258,1,1,0,0,1.000,0.000,tack
259,3,2,0,0,1.000,0.000,reactor
260,1,1,0,0,1.000,0.000,lodge
261,3,2,0,0,1.000,0.000,floor
262,1,1,1,1,0.500,0.500,always
263,2,2,0,0,1.000,0.000,tuba
264,1,1,0,0,1.000,0.000,gives
265,1,1,2,2,0.333,0.667,remember
266,1,1,0,0,1.000,0.000,laughs
267,2,2,0,0,1.000,0.000,cloud
268,3,2,0,0,1.000,0.000,singlehandledly
269,1,1,0,0,1.000,0.000,baseball
270,1,1,0,0,1.000,0.000,ridiculously
271,1,1,2,1,0.500,0.500,made
272,1,1,0,0,1.000,0.000,paper
273,1,1,0,0,1.000,0.000,pen
274,2,2,0,0,1.000,0.000,small
275,2,2,0,0,1.000,0.000,seldom
276,2,2,0,0,1.000,0.000,accurately
277,2,2,0,0,1.000,0.000,knowingly
278,1,1,0,0,1.000,0.000,hesitantlybefriends
279,1,1,0,0,1.000,0.000,rage
280,1,1,6,5,0.167,0.833,they
281,4,2,1,1,0.667,0.333,inside
282,1,1,0,0,1.000,0.000,fire
283,2,2,0,0,1.000,0.000,borrows
284,1,1,0,0,1.000,0.000,dress
285,2,2,0,0,1.000,0.000,stand
286,5,3,4,2,0.600,0.400,light
287,10,9,1,1,0.900,0.100,Now
288,2,2,0,0,1.000,0.000,night
289,2,2,0,0,1.000,0.000,assimilates
290,1,1,0,0,1.000,0.000,atom
291,2,2,0,0,1.000,0.000,traffic
292,1,1,0,0,1.000,0.000,satiates
293,1,1,0,0,1.000,0.000,means
294,2,2,0,0,1.000,0.000,tableSPANpa
295,1,1,0,0,1.000,0.000,hrefhttpufyvrehueohzrecothetoptoycomindexaspimg
296,1,1,0,0,1.000,0.000,srchttpufyvrehueohzrecothetoptoycomimageaxcbvmuclaeeyylhqgif
297,2,2,0,0,1.000,0.000,border0a
298,6,5,1,1,0.833,0.167,body
299,3,3,4,4,0.429,0.571,available
300,32,10,34,9,0.526,0.474,in
301,0,0,4,3,0.000,1.000,DMDX
302,0,0,3,2,0.000,1.000,try
303,2,1,15,8,0.111,0.889,as
304,0,0,3,2,0.000,1.000,might
